state,rMapState,rMapCounty,month,day,year,age,sex,repstat,mass,fa,Pd_intro,years_Pd,disease_time_step,county_centroid_lon,county_centroid_lat,site_mask,fips
NY,new york,jefferson,7,23,2007,juvenile,male,non-reproductive,18.9,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,30,2007,adult,male,testes-descended,19.5,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,26,2010,adult,female,post-lactating,23.1,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,17,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2007,juvenile,male,non-reproductive,13.5,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,17,2007,adult,male,testes-descended,18,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,10,2007,adult,male,testes-descended,23,41,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2010,adult,female,post-lactating,19,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,juvenile,male,non-reproductive,14,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,adult,male,testes-descended,17.75,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2010,adult,female,non-reproductive,18.5,47.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,male,non-reproductive,18,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,13,2007,adult,female,lactating,24,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2010,adult,female,post-lactating,25,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2010,adult,female,post-lactating,21.5,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2007,juvenile,male,non-reproductive,12.1,40,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,10,2007,juvenile,male,non-reproductive,15,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,adult,female,non-reproductive,19.25,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,lactating,23.3,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,12,2007,adult,female,lactating,20.9,45.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2010,juvenile,female,non-reproductive,17.5,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,16,2010,adult,female,lactating,18.5,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,male,non-reproductive,16.4,46.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2010,adult,female,post-lactating,20.5,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2010,adult,female,post-lactating,19,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,21,2010,adult,female,lactating,26.1,48,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,11,2007,juvenile,male,non-reproductive,15.5,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,17,2010,adult,female,lactating,20,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2007,adult,male,non-reproductive,16.7,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,female,post-lactating,20,48.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,10,2007,juvenile,male,non-reproductive,14.5,42.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2007,adult,male,non-reproductive,19,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,16,2007,adult,male,testes-descended,18.5,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2010,adult,female,lactating,19,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,juvenile,female,non-reproductive,18,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,adult,female,post-lactating,21,45.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,25,2010,adult,female,non-reproductive,19.5,48,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,13,2007,adult,female,lactating,20,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2007,juvenile,male,non-reproductive,12.5,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2007,adult,male,testes-descended,18.5,46.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2007,adult,male,non-reproductive,19,43.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,adult,male,testes-descended,20,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,24,2010,adult,female,non-reproductive,20.2,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2007,adult,male,non-reproductive,16,41,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2007,adult,male,non-reproductive,21,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,adult,female,post-lactating,22.5,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,adult,female,post-lactating,20.5,42.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,juvenile,female,non-reproductive,19.5,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,5,2007,juvenile,male,testes-descended,16,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,22,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,adult,male,testes-descended,16.7,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,19,2010,adult,female,post-lactating,20.25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,male,testes-descended,16.9,50,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,18,2010,adult,female,lactating,21,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,25,2010,adult,female,lactating,21,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,3,2010,adult,female,post-lactating,19,48,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,19,2010,adult,female,non-reproductive,20,48,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,25,2010,adult,female,lactating,18.4,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,adult,male,testes-descended,21,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2010,adult,female,post-lactating,19,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,2,2010,adult,male,testes-descended,19.6,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,female,post-lactating,19,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,21,2010,juvenile,female,non-reproductive,15.25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,18,2010,adult,female,pregnant,21,46.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,20,2010,adult,female,lactating,25,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,11,2007,juvenile,male,testes-descended,14.3,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,19.9,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,19,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,adult,female,post-lactating,21,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,female,post-lactating,20.5,49,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,male,non-reproductive,19,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,10,2010,adult,female,non-reproductive,25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,adult,female,post-lactating,25,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,20.5,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,20.5,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2010,juvenile,female,non-reproductive,19,47.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2007,juvenile,male,non-reproductive,14,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2007,juvenile,female,non-reproductive,19.5,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2007,adult,female,lactating,23.1,46.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,19,48.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,9,2007,adult,female,post-lactating,24,43.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,male,testes-descended,17.5,43.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,18.2,46.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,male,testes-descended,21,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,17.3,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,12,2007,adult,female,lactating,18.1,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,18.8,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,18,2010,adult,female,lactating,22,42,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,male,non-reproductive,15,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,21.4,46.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,21.8,49.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,adult,female,post-lactating,21.25,48.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,adult,male,testes-descended,20.5,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,male,testes-descended,18.5,44.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,3,2010,adult,female,non-reproductive,17.5,49,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,26,2010,adult,male,testes-descended,17,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,26,2010,adult,male,testes-descended,21.5,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,juvenile,female,non-reproductive,16.5,44.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2010,juvenile,female,non-reproductive,19.9,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,adult,female,post-lactating,22,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,17,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,17.5,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,2,2010,adult,female,non-reproductive,19,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,female,post-lactating,21.5,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,adult,female,post-lactating,19,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,female,lactating,20.5,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,female,lactating,24,44.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,15.9,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,17,2010,adult,female,lactating,22.5,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,adult,female,post-lactating,20.5,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,female,post-lactating,18.5,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,adult,male,non-reproductive,16.7,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,23.4,50,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,adult,female,post-lactating,19,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2007,adult,male,testes-descended,16,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2007,adult,male,testes-descended,20.5,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2007,adult,male,non-reproductive,22,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,29,2007,adult,male,non-reproductive,20.5,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,30,2007,juvenile,male,non-reproductive,15,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,18,48.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,30,2007,adult,male,non-reproductive,20.5,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,17,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,16,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,female,non-reproductive,17,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,10,2007,adult,male,testes-descended,17,45.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,female,non-reproductive,17,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,16,2010,adult,female,post-lactating,19.6,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,16,2010,adult,female,post-lactating,24.5,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,17,2007,adult,male,testes-descended,21.5,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,17,2007,adult,male,testes-descended,19.5,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,male,non-reproductive,18,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,non-reproductive,24.5,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,20.5,50,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,9,2010,juvenile,female,non-reproductive,19.2,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,20.7,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,adult,female,non-reproductive,20,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,juvenile,male,non-reproductive,13.5,41,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,20,2007,juvenile,male,non-reproductive,11.2,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,20.4,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,16,2010,adult,female,non-reproductive,20.25,44.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,adult,female,post-lactating,20.5,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,adult,female,post-lactating,21.5,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,7,2010,adult,female,non-reproductive,20,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,adult,female,non-reproductive,17.4,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,20.3,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,juvenile,female,non-reproductive,16,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,17,2010,juvenile,female,non-reproductive,16.25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,male,non-reproductive,19.1,50,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,9,2010,adult,male,testes-descended,23,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,female,post-lactating,21.5,46.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,adult,male,testes-descended,19,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,15,2007,adult,male,testes-descended,15,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,female,post-lactating,21,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,26,2010,adult,female,lactating,21.6,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,31,2010,adult,female,post-lactating,19.5,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,10,2007,juvenile,male,non-reproductive,15.7,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,13,2007,juvenile,male,non-reproductive,15,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,27,2007,adult,male,non-reproductive,16.5,44.2,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2007,adult,male,non-reproductive,17,40,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,adult,male,testes-descended,18.25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,adult,male,non-reproductive,17.25,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,juvenile,male,non-reproductive,18,44.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,19,2010,juvenile,male,non-reproductive,15.5,46.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,25,2010,adult,female,post-lactating,19.9,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,adult,male,testes-descended,18,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,18,2010,adult,male,testes-descended,19.75,46.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,adult,male,testes-descended,20,47.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,juvenile,male,non-reproductive,22,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,adult,male,testes-descended,15.5,43.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,6,2007,adult,male,testes-descended,19,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,male,testes-descended,18.5,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,24.5,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,18,2010,adult,male,testes-descended,15.5,46.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,male,testes-descended,19,42,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,19,2010,adult,male,testes-descended,15.5,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,male,non-reproductive,18.6,50,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,16.6,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,7,2010,juvenile,male,non-reproductive,17.2,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,7,2010,juvenile,male,non-reproductive,16,48,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,female,lactating,18.5,49,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,3,2007,adult,female,post-lactating,21.2,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,2,2010,juvenile,male,non-reproductive,24,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,2,2010,adult,male,testes-descended,19.5,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,female,lactating,21.5,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,11,2007,adult,male,testes-descended,19.4,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,juvenile,female,non-reproductive,16,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2007,adult,female,lactating,21,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23.5,45.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2007,adult,male,non-reproductive,18.5,48,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,lactating,22,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23,48.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23.5,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,lactating,21.5,43.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,23,2007,juvenile,male,non-reproductive,16.5,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,9,2007,juvenile,male,non-reproductive,15.5,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,9,2007,adult,female,lactating,23.5,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,8,2007,adult,female,post-lactating,23,46.4,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,9,2007,adult,male,testes-descended,19.5,43,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,8,2010,juvenile,male,non-reproductive,15,47.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,31,2010,adult,male,testes-descended,19.6,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,9,2007,adult,male,testes-descended,20,44,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,11,2007,adult,female,post-lactating,23,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,adult,female,post-lactating,22,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,12,2007,adult,female,lactating,24.7,47,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,19.25,47.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,12,2007,adult,female,lactating,20.9,46,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,25,2010,juvenile,female,non-reproductive,15.25,45.5,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,adult,female,post-lactating,20.9,47.5,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,22,2007,juvenile,female,non-reproductive,16,45,2006,1,invasion,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,27,2010,adult,female,post-lactating,22,46,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,1,2010,adult,male,testes-descended,17.8,45,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,31,2010,adult,male,testes-descended,16,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,31,2010,adult,male,testes-descended,15.5,44,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,6,21,2010,adult,male,testes-descended,20,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,8,2,2010,adult,female,post-lactating,20.5,43,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
NY,new york,jefferson,7,24,2010,adult,female,post-lactating,19.5,47,2006,4,epidemic,-75.9163,44.0317,NY_18,36045
